河川名,水系,クラス,開発局,都道府県,河川コード
大樋川,最上川,一級,東北地方整備局,,8202110440
野呂川,最上川,一級,東北地方整備局,,8202110550
南樋川,最上川,一級,東北地方整備局,,8202110551
福田川,最上川,一級,東北地方整備局,,8202110441
尻無沢川,最上川,一級,東北地方整備局,,8202110442
置賜白川,最上川,一級,東北地方整備局,,8202110443
萩生川,最上川,一級,東北地方整備局,,8202110444
小白川,最上川,一級,東北地方整備局,,8202110445
宇津川,最上川,一級,東北地方整備局,,8202110446
手ノ子沢川,最上川,一級,東北地方整備局,,8202110447
広河原川,最上川,一級,東北地方整備局,,8202110448
小屋川,最上川,一級,東北地方整備局,,8202110449
所沢川,最上川,一級,東北地方整備局,,8202110450
二の沢川,最上川,一級,東北地方整備局,,8202110451
宇津沢川,最上川,一級,東北地方整備局,,8202110452
遅谷川,最上川,一級,東北地方整備局,,8202110453
潜滝沢川,最上川,一級,東北地方整備局,,8202110454
やるみ沢川,最上川,一級,東北地方整備局,,8202110455
小稲沢川,最上川,一級,東北地方整備局,,8202110456
逆川,最上川,一級,東北地方整備局,,8202110457
上逆川,最上川,一級,東北地方整備局,,8202110552
沼田川,最上川,一級,東北地方整備局,,8202110458
元宿川,最上川,一級,東北地方整備局,,8202110459
鬼神川,最上川,一級,東北地方整備局,,8202110460
犬川,最上川,一級,東北地方整備局,,8202110462
黒川,最上川,一級,東北地方整備局,,8202110463
穴塚川,最上川,一級,東北地方整備局,,8202110464
渋川,最上川,一級,東北地方整備局,,8202110465
山口沢川,最上川,一級,東北地方整備局,,8202110466
逆沢川,最上川,一級,東北地方整備局,,8202110467
北沢川,最上川,一級,東北地方整備局,,8202110468
ウルイ沢川,最上川,一級,東北地方整備局,,8202110469
釜ヶ沢川,最上川,一級,東北地方整備局,,8202110470
大西川,最上川,一級,東北地方整備局,,8202110471
軽井沢川,最上川,一級,東北地方整備局,,8202110472
桐ノ木沢川,最上川,一級,東北地方整備局,,8202110473
高野沢川,最上川,一級,東北地方整備局,,8202110474
浅俣川,最上川,一級,東北地方整備局,,8202110475
織機川,最上川,一級,東北地方整備局,,8202110476
大江川,最上川,一級,東北地方整備局,,8202110477
界川,最上川,一級,東北地方整備局,,8202110478
上無川,最上川,一級,東北地方整備局,,8202110479
大堰川,最上川,一級,東北地方整備局,,8202110480
矢ノ目川,最上川,一級,東北地方整備局,,8202110481
誕生川,最上川,一級,東北地方整備局,,8202110482
万福寺川,最上川,一級,東北地方整備局,,8202110483
沖郷川,最上川,一級,東北地方整備局,,8202110484
吉野川,最上川,一級,東北地方整備局,,8202110485
棒川,最上川,一級,東北地方整備局,,8202110486
屋代川,最上川,一級,東北地方整備局,,8202110487
下有無川,最上川,一級,東北地方整備局,,8202110488
水無川,最上川,一級,東北地方整備局,,8202110489
奈良坂川,最上川,一級,東北地方整備局,,8202110490
毘沙門川,最上川,一級,東北地方整備局,,8202110491
蛭沢川,最上川,一級,東北地方整備局,,8202110492
上有無川,最上川,一級,東北地方整備局,,8202110493
大滝川,最上川,一級,東北地方整備局,,8202110494
田沢川,最上川,一級,東北地方整備局,,8202110495
脚沢川,最上川,一級,東北地方整備局,,8202110496
小湯川,最上川,一級,東北地方整備局,,8202110497
中沢川,最上川,一級,東北地方整備局,,8202110498
川尻川,最上川,一級,東北地方整備局,,8202110499
川原田川,最上川,一級,東北地方整備局,,8202110500
和田川,最上川,一級,東北地方整備局,,8202110501
下須川,最上川,一級,東北地方整備局,,8202110502
函川,最上川,一級,東北地方整備局,,8202110503
道祖神川,最上川,一級,東北地方整備局,,8202110504
鬼面川,最上川,一級,東北地方整備局,,8202110505
木場川,最上川,一級,東北地方整備局,,8202110506
大樽川,最上川,一級,東北地方整備局,,8202110507
太田川,最上川,一級,東北地方整備局,,8202110508
綱木川,最上川,一級,東北地方整備局,,8202110509
烏川,最上川,一級,東北地方整備局,,8202110510
定川,最上川,一級,東北地方整備局,,8202110511
砂川,最上川,一級,東北地方整備局,,8202110512
福沢川,最上川,一級,東北地方整備局,,8202110513
千石川,最上川,一級,東北地方整備局,,8202110514
稲子川,最上川,一級,東北地方整備局,,8202110515
天王川,最上川,一級,東北地方整備局,,8202110516
小黒川,最上川,一級,東北地方整備局,,8202110517
原川,最上川,一級,東北地方整備局,,8202110518
土会川,最上川,一級,東北地方整備局,,8202110519
馬橋川,最上川,一級,東北地方整備局,,8202110520
羽黒川,最上川,一級,東北地方整備局,,8202110521
桑山川,最上川,一級,東北地方整備局,,8202110522
刈安川,最上川,一級,東北地方整備局,,8202110523
前ヶ沢川,最上川,一級,東北地方整備局,,8202110524
矢沢川,最上川,一級,東北地方整備局,,8202110525
大小屋川,最上川,一級,東北地方整備局,,8202110526
堀立川,最上川,一級,東北地方整備局,,8202110527
蛭川,最上川,一級,東北地方整備局,,8202110528
出茂川,最上川,一級,東北地方整備局,,8202110529
赤川,赤川,一級,東北地方整備局,,8202120001
大山川,赤川,一級,東北地方整備局,,8202120002
小浜川,赤川,一級,東北地方整備局,,8202120003
安丹川,赤川,一級,東北地方整備局,,8202120004
千安川,赤川,一級,東北地方整備局,,8202120005
湯尻川,赤川,一級,東北地方整備局,,8202120006
大戸川,赤川,一級,東北地方整備局,,8202120007
矢引川,赤川,一級,東北地方整備局,,8202120008
小水川,赤川,一級,東北地方整備局,,8202120009
少連寺川,赤川,一級,東北地方整備局,,8202120010
河内沢川,赤川,一級,東北地方整備局,,8202120011
越戸沢川,赤川,一級,東北地方整備局,,8202120012
青竜寺川,赤川,一級,東北地方整備局,,8202120013
新内川,赤川,一級,東北地方整備局,,8202120014
内川,赤川,一級,東北地方整備局,,8202120015
苗津川,赤川,一級,東北地方整備局,,8202120016
丸岡分水路,赤川,一級,東北地方整備局,,8202120017
角田川,赤川,一級,東北地方整備局,,8202120018
田沢川,赤川,一級,東北地方整備局,,8202120019
相模川,赤川,一級,東北地方整備局,,8202120020
水無川,赤川,一級,東北地方整備局,,8202120021
東岩本川,赤川,一級,東北地方整備局,,8202120022
越中沢川,赤川,一級,東北地方整備局,,8202120023
滝の沢川,赤川,一級,東北地方整備局,,8202120024
梵字川,赤川,一級,東北地方整備局,,8202120025
高道沢川,赤川,一級,東北地方整備局,,8202120026
早田川,赤川,一級,東北地方整備局,,8202120027
小網川,赤川,一級,東北地方整備局,,8202120028
小荷谷川,赤川,一級,東北地方整備局,,8202120029
大網川,赤川,一級,東北地方整備局,,8202120030
田麦川,赤川,一級,東北地方整備局,,8202120031
湯屋俣川,赤川,一級,東北地方整備局,,8202120032
湯の沢川,赤川,一級,東北地方整備局,,8202120033
田の沢川,赤川,一級,東北地方整備局,,8202120034
平沢川,赤川,一級,東北地方整備局,,8202120035
大沢川,赤川,一級,東北地方整備局,,8202120036
芋川,赤川,一級,東北地方整備局,,8202120037
小沢川,赤川,一級,東北地方整備局,,8202120038
小芋川,赤川,一級,東北地方整備局,,8202120039
戸沢川,赤川,一級,東北地方整備局,,8202120040
小松沢川,赤川,一級,東北地方整備局,,8202120041
松沢川,赤川,一級,東北地方整備局,,8202120042
水上沢川,赤川,一級,東北地方整備局,,8202120043
穴無沢川,赤川,一級,東北地方整備局,,8202120044
青竜川,赤川,一級,東北地方整備局,,8202120045
倉沢川,赤川,一級,東北地方整備局,,8202120046
越沢川,赤川,一級,東北地方整備局,,8202120047
上田沢川,赤川,一級,東北地方整備局,,8202120048
鱒淵川,赤川,一級,東北地方整備局,,8202120049
西大鳥川,赤川,一級,東北地方整備局,,8202120050
北の沢川,赤川,一級,東北地方整備局,,8202120051
大鳥池,赤川,一級,東北地方整備局,,8202120052
津梅川,津梅川,二級,東北地方整備局,青森県,200010001
小峰沢川,小峰沢川,二級,東北地方整備局,青森県,200020001
合葉川,合葉川,二級,東北地方整備局,青森県,200030001
大池,合葉川,二級,東北地方整備局,青森県,200030002
松神川,松神川,二級,東北地方整備局,青森県,200040001
濁川,濁川,二級,東北地方整備局,青森県,200050001
笹内川,笹内川,二級,東北地方整備局,青森県,200060001
泥川,泥川,二級,東北地方整備局,青森県,200070001
磯崎川,磯崎川,二級,東北地方整備局,青森県,200080001
吾妻川,吾妻川,二級,東北地方整備局,青森県,200090001
東股沢,吾妻川,二級,東北地方整備局,青森県,200090002
追良瀬川,追良瀬川,二級,東北地方整備局,青森県,200100001
小童子川,小童子川,二級,東北地方整備局,青森県,200110001
大童子川,大童子川,二級,東北地方整備局,青森県,200120001
赤石川,赤石川,二級,東北地方整備局,青森県,200130001
日照田沢,赤石川,二級,東北地方整備局,青森県,200130002
津軽沢,赤石川,二級,東北地方整備局,青森県,200130003
清水沢,赤石川,二級,東北地方整備局,青森県,200130004
沼ノ沢川,赤石川,二級,東北地方整備局,青森県,200130005
恩愛沢川,赤石川,二級,東北地方整備局,青森県,200130006
鬼袋沢,赤石川,二級,東北地方整備局,青森県,200130007
脇の沢,赤石川,二級,東北地方整備局,青森県,200130008
中村川,中村川,二級,東北地方整備局,青森県,200140001
馬久前沢川,中村川,二級,東北地方整備局,青森県,200140002
徳明川,中村川,二級,東北地方整備局,青森県,200140003
堀切川,中村川,二級,東北地方整備局,青森県,200140004
逆川沢,中村川,二級,東北地方整備局,青森県,200140005
井戸ノ沢,中村川,二級,東北地方整備局,青森県,200140006
前ノ川沢,中村川,二級,東北地方整備局,青森県,200140007
中川沢,中村川,二級,東北地方整備局,青森県,200140008
滝ノ沢,中村川,二級,東北地方整備局,青森県,200140009
鳴沢川,鳴沢川,二級,東北地方整備局,青森県,200150001
湯船川,鳴沢川,二級,東北地方整備局,青森県,200150002
磯松川,磯松川,二級,東北地方整備局,青森県,200160001
小泊川,小泊川,二級,東北地方整備局,青森県,200170001
元宇鉄川,元宇鉄川,二級,東北地方整備局,青森県,200180001
算用師川,算用師川,二級,東北地方整備局,青森県,200190001
増川川,増川川,二級,東北地方整備局,青森県,200200001
長川,長川,二級,東北地方整備局,青森県,200210001
今別川,今別川,二級,東北地方整備局,青森県,200220001
関口川,今別川,二級,東北地方整備局,青森県,200220002
佐六助沢川,今別川,二級,東北地方整備局,青森県,200220003
安兵衛川,今別川,二級,東北地方整備局,青森県,200220004
興四郎沢,今別川,二級,東北地方整備局,青森県,200220005
上股川,今別川,二級,東北地方整備局,青森県,200220006
湯ノ沢川,湯ノ沢川,二級,東北地方整備局,青森県,200230001
蟹田川,蟹田川,二級,東北地方整備局,青森県,200240001
下小国川,蟹田川,二級,東北地方整備局,青森県,200240002
外黒山川,蟹田川,二級,東北地方整備局,青森県,200240003
南股川,蟹田川,二級,東北地方整備局,青森県,200240004
関根股川,蟹田川,二級,東北地方整備局,青森県,200240005
清水股沢川,蟹田川,二級,東北地方整備局,青森県,200240006
藤ヶ股沢川,蟹田川,二級,東北地方整備局,青森県,200240007
高石股沢,蟹田川,二級,東北地方整備局,青森県,200240008
砂川沢,蟹田川,二級,東北地方整備局,青森県,200240009
広瀬川,広瀬川,二級,東北地方整備局,青森県,200250001
瀬辺地川,瀬辺地川,二級,東北地方整備局,青森県,200260001
小川平川,瀬辺地川,二級,東北地方整備局,青森県,200260002
阿弥陀川,阿弥陀川,二級,東北地方整備局,青森県,200270001
四戸橋川,四戸橋川,二級,東北地方整備局,青森県,200280001
中沢川,四戸橋川,二級,東北地方整備局,青森県,200280002
六枚橋川,六枚橋川,二級,東北地方整備局,青森県,200290001
後潟川,六枚橋川,二級,東北地方整備局,青森県,200290002
内真部川,内真部川,二級,東北地方整備局,青森県,200300001
奥内川,奥内川,二級,東北地方整備局,青森県,200310001
瀬戸子川,瀬戸子川,二級,東北地方整備局,青森県,200320001
天田内川,天田内川,二級,東北地方整備局,青森県,200330001
新城川,新城川,二級,東北地方整備局,青森県,200340001
平岡川,新城川,二級,東北地方整備局,青森県,200340002
岩渡川,新城川,二級,東北地方整備局,青森県,200340003
上々鯨沢,新城川,二級,東北地方整備局,青森県,200340004
孫内川,新城川,二級,東北地方整備局,青森県,200340005
沖館川,沖館川,二級,東北地方整備局,青森県,200350001
西滝川,沖館川,二級,東北地方整備局,青森県,200350002
堤川,堤川,二級,東北地方整備局,青森県,200360001
駒込川,堤川,二級,東北地方整備局,青森県,200360002
横内川,堤川,二級,東北地方整備局,青森県,200360003
合子沢川,堤川,二級,東北地方整備局,青森県,200360004
牛館川,堤川,二級,東北地方整備局,青森県,200360005
入内川,堤川,二級,東北地方整備局,青森県,200360006
ねずみ沢川,堤川,二級,東北地方整備局,青森県,200360007
赤川,赤川,二級,東北地方整備局,青森県,200370001
沼川,沼川,二級,東北地方整備局,青森県,200380001
野内川,野内川,二級,東北地方整備局,青森県,200390001
大辺田貝川,野内川,二級,東北地方整備局,青森県,200390002
根井川,根井川,二級,東北地方整備局,青森県,200400001
浅虫川,浅虫川,二級,東北地方整備局,青森県,200410001
長沢川,長沢川,二級,東北地方整備局,青森県,200420001
小湊川,小湊川,二級,東北地方整備局,青森県,200430001
盛田川,小湊川,二級,東北地方整備局,青森県,200430002
長橋川,小湊川,二級,東北地方整備局,青森県,200430003
明神川,小湊川,二級,東北地方整備局,青森県,200430004
内童子川,小湊川,二級,東北地方整備局,青森県,200430005
福取川,小湊川,二級,東北地方整備局,青森県,200430006
清水川,清水川,二級,東北地方整備局,青森県,200440001
堀差川,堀差川,二級,東北地方整備局,青森県,200450001
野辺地川,野辺地川,二級,東北地方整備局,青森県,200460001
二本木川,野辺地川,二級,東北地方整備局,青森県,200460002
枇杷野川,野辺地川,二級,東北地方整備局,青森県,200460003
種川,野辺地川,二級,東北地方整備局,青森県,200460004
与田川,野辺地川,二級,東北地方整備局,青森県,200460005
添ノ沢川,野辺地川,二級,東北地方整備局,青森県,200460006
湯沢,野辺地川,二級,東北地方整備局,青森県,200460007
三保川,三保川,二級,東北地方整備局,青森県,200470001
平山沢川,三保川,二級,東北地方整備局,青森県,200470002
桧木川,桧木川,二級,東北地方整備局,青森県,200480001
鶏沢川,鶏沢川,二級,東北地方整備局,青森県,200490001
今泉川,今泉川,二級,東北地方整備局,青森県,200500001
松田川,今泉川,二級,東北地方整備局,青森県,200500002
天狗川,今泉川,二級,東北地方整備局,青森県,200500003
田名部川,田名部川,二級,東北地方整備局,青森県,200510001
小川放水路,田名部川,二級,東北地方整備局,青森県,200510014
金谷川,田名部川,二級,東北地方整備局,青森県,200510002
越葉川,田名部川,二級,東北地方整備局,青森県,200510003
小川,田名部川,二級,東北地方整備局,青森県,200510004
明神川,田名部川,二級,東北地方整備局,青森県,200510005
新田名部川,田名部川,二級,東北地方整備局,青森県,200510006
女館川,田名部川,二級,東北地方整備局,青森県,200510007
青平川,田名部川,二級,東北地方整備局,青森県,200510008
目名川,田名部川,二級,東北地方整備局,青森県,200510009
鹿橋川,田名部川,二級,東北地方整備局,青森県,200510010
天石川,田名部川,二級,東北地方整備局,青森県,200510011
蒲野沢川,田名部川,二級,東北地方整備局,青森県,200510012
冷水沢川,田名部川,二級,東北地方整備局,青森県,200510013
大荒川,大荒川,二級,東北地方整備局,青森県,200520001
戸沢川,戸沢川,二級,東北地方整備局,青森県,200530001
柳ノ沢川,戸沢川,二級,東北地方整備局,青森県,200530002
川内川,川内川,二級,東北地方整備局,青森県,200540001
安部城川,川内川,二級,東北地方整備局,青森県,200540002
小倉平川,川内川,二級,東北地方整備局,青森県,200540003
湯ノ川川,川内川,二級,東北地方整備局,青森県,200540004
湯ノ小川,川内川,二級,東北地方整備局,青森県,200540005
中川,川内川,二級,東北地方整備局,青森県,200540006
矢櫃川,川内川,二級,東北地方整備局,青森県,200540007
板家戸沢,川内川,二級,東北地方整備局,青森県,200540008
栓ノ木橋沢,川内川,二級,東北地方整備局,青森県,200540009
名目床沢,川内川,二級,東北地方整備局,青森県,200540010
本潟貝沢,川内川,二級,東北地方整備局,青森県,200540011
潟貝沢,川内川,二級,東北地方整備局,青森県,200540012
上畑尻沢,川内川,二級,東北地方整備局,青森県,200540013
下畑尻沢,川内川,二級,東北地方整備局,青森県,200540014
大利家戸川,川内川,二級,東北地方整備局,青森県,200540015
半太郎沢,川内川,二級,東北地方整備局,青森県,200540016
四家戸沢,川内川,二級,東北地方整備局,青森県,200540017
新三郎沢,川内川,二級,東北地方整備局,青森県,200540018
桧川,桧川,二級,東北地方整備局,青森県,200550001
宿野部川,宿野部川,二級,東北地方整備局,青森県,200560001
男川,男川,二級,東北地方整備局,青森県,200570001
脇野沢川,脇野沢川,二級,東北地方整備局,青森県,200580001
福浦川,福浦川,二級,東北地方整備局,青森県,200590001
大佐井川,大佐井川,二級,東北地方整備局,青森県,200600001
古佐井川,古佐井川,二級,東北地方整備局,青森県,200610001
林木川,林木川,二級,東北地方整備局,青森県,200620001
奥戸川,奥戸川,二級,東北地方整備局,青森県,200630001
小川代川,奥戸川,二級,東北地方整備局,青森県,200630002
目滝川,目滝川,二級,東北地方整備局,青森県,200640001
易国間川,易国間川,二級,東北地方整備局,青森県,200650001
大畑川,大畑川,二級,東北地方整備局,青森県,200660001
喜和田川,大畑川,二級,東北地方整備局,青森県,200660002
高橋川,大畑川,二級,東北地方整備局,青森県,200660003
正津川,正津川,二級,東北地方整備局,青森県,200670001
新田川,正津川,二級,東北地方整備局,青森県,200670002
宇曽利山湖,正津川,二級,東北地方整備局,青森県,200670003
出戸川,出戸川,二級,東北地方整備局,青森県,200680001
野牛川,野牛川,二級,東北地方整備局,青森県,200690001
石釜沢,野牛川,二級,東北地方整備局,青森県,200690002
老部川,老部川,二級,東北地方整備局,青森県,200700001
明神川,明神川,二級,東北地方整備局,青森県,200710001
戸鎖川,戸鎖川,二級,東北地方整備局,青森県,200720001
前川,戸鎖川,二級,東北地方整備局,青森県,200720002
室ノ久保川,戸鎖川,二級,東北地方整備局,青森県,200720003
下千樽川,戸鎖川,二級,東北地方整備局,青森県,200720004
二の川,二の川,二級,東北地方整備局,青森県,200730001
一の川,一の川,二級,東北地方整備局,青森県,200740001
奥入瀬川,奥入瀬川,二級,東北地方整備局,青森県,200750001
後藤川,奥入瀬川,二級,東北地方整備局,青森県,200750003
藤島川,奥入瀬川,二級,東北地方整備局,青森県,200750004
小山川,奥入瀬川,二級,東北地方整備局,青森県,200750005
小林川,奥入瀬川,二級,東北地方整備局,青森県,200750006
切田川,奥入瀬川,二級,東北地方整備局,青森県,200750007
三ッ又川,奥入瀬川,二級,東北地方整備局,青森県,200750008
生内川,奥入瀬川,二級,東北地方整備局,青森県,200750009
熊の沢川,奥入瀬川,二級,東北地方整備局,青森県,200750010
片淵川,奥入瀬川,二級,東北地方整備局,青森県,200750011
中里川,奥入瀬川,二級,東北地方整備局,青森県,200750012
冷水沢,奥入瀬川,二級,東北地方整備局,青森県,200750013
湯尻沢,奥入瀬川,二級,東北地方整備局,青森県,200750014
大石倉沢,奥入瀬川,二級,東北地方整備局,青森県,200750015
北向川,奥入瀬川,二級,東北地方整備局,青森県,200750016
オドガシラ沢,奥入瀬川,二級,東北地方整備局,青森県,200750017
オモ沢,奥入瀬川,二級,東北地方整備局,青森県,200750018
淵沢川,奥入瀬川,二級,東北地方整備局,青森県,200750019
下オボダチ川,奥入瀬川,二級,東北地方整備局,青森県,200750020
蔦川,奥入瀬川,二級,東北地方整備局,青森県,200750021
蔦沼川,奥入瀬川,二級,東北地方整備局,青森県,200750022
黄瀬川,奥入瀬川,二級,東北地方整備局,青森県,200750023
滝ノ沢川,奥入瀬川,二級,東北地方整備局,青森県,200750024
鍋倉沢川,奥入瀬川,二級,東北地方整備局,青森県,200750025
二の沢川,奥入瀬川,二級,東北地方整備局,青森県,200750026
橇ヶ瀬沢川,奥入瀬川,二級,東北地方整備局,青森県,200750027
大幌内川,奥入瀬川,二級,東北地方整備局,青森県,200750028
小幌内川,奥入瀬川,二級,東北地方整備局,青森県,200750029
惣辺川,奥入瀬川,二級,東北地方整備局,青森県,200750030
ソスペ川,奥入瀬川,二級,東北地方整備局,青森県,200750031
十和田湖,奥入瀬川,二級,東北地方整備局,青森県,200750032
宇樽部川,奥入瀬川,二級,東北地方整備局,青森県,200750033
五戸川,五戸川,二級,東北地方整備局,青森県,200760001
堤沢川,五戸川,二級,東北地方整備局,青森県,200760002
前田内沢川,五戸川,二級,東北地方整備局,青森県,200760003
三川目川,五戸川,二級,東北地方整備局,青森県,200760004
頃内川,五戸川,二級,東北地方整備局,青森県,200760005
新井田川,新井田川,二級,東北地方整備局,青森県,200770001
瀬月内川,新井田川,二級,東北地方整備局,青森県,200770001
松舘川,新井田川,二級,東北地方整備局,青森県,200770002
馬渡川,新井田川,二級,東北地方整備局,青森県,200770003
頃巻川,新井田川,二級,東北地方整備局,青森県,200770004
巻沢,新井田川,二級,東北地方整備局,青森県,200770005
宮の沢,新井田川,二級,東北地方整備局,青森県,200770006
古里川,新井田川,二級,東北地方整備局,青森県,200770007
大沢,新井田川,二級,東北地方整備局,青森県,200770008
雪谷川,新井田川,二級,東北地方整備局,青森県,200770009
坊里沢川,新井田川,二級,東北地方整備局,青森県,200770010
塚内川,新井田川,二級,東北地方整備局,青森県,200770011
沢里川,新井田川,二級,東北地方整備局,青森県,200770012
戸草内川,新井田川,二級,東北地方整備局,青森県,200770013
笹渡川,新井田川,二級,東北地方整備局,青森県,200770014
沢尻川,新井田川,二級,東北地方整備局,青森県,200770015
小玉川,新井田川,二級,東北地方整備局,青森県,200770016
市野々川,新井田川,二級,東北地方整備局,青森県,200770016
八木沢川,新井田川,二級,東北地方整備局,青森県,200770017
青沢川,新井田川,二級,東北地方整備局,青森県,200770018
米田川,新井田川,二級,東北地方整備局,青森県,200770019
湯の沢川,新井田川,二級,東北地方整備局,青森県,200770020
林沢川,新井田川,二級,東北地方整備局,青森県,200770021
蛇口川,新井田川,二級,東北地方整備局,青森県,200770022
宮沢川,新井田川,二級,東北地方整備局,青森県,200770023
外川目川,新井田川,二級,東北地方整備局,青森県,200770024
高家川,新井田川,二級,東北地方整備局,青森県,200770025
太田川,新井田川,二級,東北地方整備局,青森県,200770026
平川,新井田川,二級,東北地方整備局,青森県,200770027
荒田川,新井田川,二級,東北地方整備局,青森県,200770028
大志田川,新井田川,二級,東北地方整備局,青森県,200770029
寒川,新井田川,二級,東北地方整備局,青森県,200770030
貴船川,貴船川,二級,東北地方整備局,青森県,200850001
矢田川,貴船川,二級,東北地方整備局,青森県,200850002
明神川,明神川,二級,東北地方整備局,青森県,202280001
川尻川,川尻川,二級,東北地方整備局,岩手県,300020001
荒巻川,川尻川,二級,東北地方整備局,岩手県,300020002
有家川,有家川,二級,東北地方整備局,岩手県,300030001
大野川,有家川,二級,東北地方整備局,岩手県,300030002
三津内沢川,有家川,二級,東北地方整備局,岩手県,300030003
新田川,有家川,二級,東北地方整備局,岩手県,300030004
高家川,高家川,二級,東北地方整備局,岩手県,300040001
オリバ川,高家川,二級,東北地方整備局,岩手県,300040002
久慈川,久慈川,二級,東北地方整備局,岩手県,300050001
夏井川,久慈川,二級,東北地方整備局,岩手県,300050002
鳥谷川,久慈川,二級,東北地方整備局,岩手県,300050003
鳥谷西の沢川,久慈川,二級,東北地方整備局,岩手県,300050004
女沢川,久慈川,二級,東北地方整備局,岩手県,300050005
中崎川,久慈川,二級,東北地方整備局,岩手県,300050006
長内川,久慈川,二級,東北地方整備局,岩手県,300050007
小屋畑川,久慈川,二級,東北地方整備局,岩手県,300050008
柏木川,久慈川,二級,東北地方整備局,岩手県,300050009
大沢田川,久慈川,二級,東北地方整備局,岩手県,300050010
小沢田川,久慈川,二級,東北地方整備局,岩手県,300050011
田子ノ沢川,久慈川,二級,東北地方整備局,岩手県,300050012
横合川,久慈川,二級,東北地方整備局,岩手県,300050013
川又川,久慈川,二級,東北地方整備局,岩手県,300050014
南畑川,久慈川,二級,東北地方整備局,岩手県,300050015
沢川,久慈川,二級,東北地方整備局,岩手県,300050016
西の沢川,久慈川,二級,東北地方整備局,岩手県,300050017
川貫川,久慈川,二級,東北地方整備局,岩手県,300050018
田面川,久慈川,二級,東北地方整備局,岩手県,300050019
沢里川,久慈川,二級,東北地方整備局,岩手県,300050020
畑田川,久慈川,二級,東北地方整備局,岩手県,300050021
田沢川,久慈川,二級,東北地方整備局,岩手県,300050022
生出町川,久慈川,二級,東北地方整備局,岩手県,300050023
切金川,久慈川,二級,東北地方整備局,岩手県,300050024
田子内川,久慈川,二級,東北地方整備局,岩手県,300050025
戸呂町川,久慈川,二級,東北地方整備局,岩手県,300050026
日野沢川,久慈川,二級,東北地方整備局,岩手県,300050027
遠別川,久慈川,二級,東北地方整備局,岩手県,300050028
二又川,久慈川,二級,東北地方整備局,岩手県,300050029
玉の脇川,玉の脇川,二級,東北地方整備局,岩手県,300060001
宇部川,宇部川,二級,東北地方整備局,岩手県,300070001
泉沢川,宇部川,二級,東北地方整備局,岩手県,300070002
明内川,宇部川,二級,東北地方整備局,岩手県,300070003
秋田川,宇部川,二級,東北地方整備局,岩手県,300070004
谷地中川,宇部川,二級,東北地方整備局,岩手県,300070005
北ノ越川,宇部川,二級,東北地方整備局,岩手県,300070006
米田川,米田川,二級,東北地方整備局,岩手県,300080001
沢山川,米田川,二級,東北地方整備局,岩手県,300080002
安家川,安家川,二級,東北地方整備局,岩手県,300090001
年々沢川,安家川,二級,東北地方整備局,岩手県,300090002
松ヶ沢川,安家川,二級,東北地方整備局,岩手県,300090003
折壁沢川,安家川,二級,東北地方整備局,岩手県,300090004
普代川,普代川,二級,東北地方整備局,岩手県,300100001
茂市川,普代川,二級,東北地方整備局,岩手県,300100002
姫松川,普代川,二級,東北地方整備局,岩手県,300100003
田代川,普代川,二級,東北地方整備局,岩手県,300100004
明戸川,明戸川,二級,東北地方整備局,岩手県,300110001
長内川,明戸川,二級,東北地方整備局,岩手県,300110002
川平川,明戸川,二級,東北地方整備局,岩手県,300110003
平井賀川,平井賀川,二級,東北地方整備局,岩手県,300120001
北の沢川,平井賀川,二級,東北地方整備局,岩手県,300120002
松前川,松前川,二級,東北地方整備局,岩手県,300130001
小本川,小本川,二級,東北地方整備局,岩手県,300140001
長内川,小本川,二級,東北地方整備局,岩手県,300140002
長内川放水路,小本川,二級,東北地方整備局,岩手県,300140025
三田市川,小本川,二級,東北地方整備局,岩手県,300140003
目名川,小本川,二級,東北地方整備局,岩手県,300140004
猿山川,小本川,二級,東北地方整備局,岩手県,300140005
猿沢川,小本川,二級,東北地方整備局,岩手県,300140006
中倉沢川,小本川,二級,東北地方整備局,岩手県,300140007
鼠入川,小本川,二級,東北地方整備局,岩手県,300140008
清水川,小本川,二級,東北地方整備局,岩手県,300140009
大川,小本川,二級,東北地方整備局,岩手県,300140010
浅内大沢川,小本川,二級,東北地方整備局,岩手県,300140011
宇津野沢川,小本川,二級,東北地方整備局,岩手県,300140012
寄部沢川,小本川,二級,東北地方整備局,岩手県,300140013
外山川,小本川,二級,東北地方整備局,岩手県,300140014
松橋川,小本川,二級,東北地方整備局,岩手県,300140015
本陳沢川,小本川,二級,東北地方整備局,岩手県,300140016
泉沢川,小本川,二級,東北地方整備局,岩手県,300140017
田山沢川,小本川,二級,東北地方整備局,岩手県,300140018
救沢川,小本川,二級,東北地方整備局,岩手県,300140019
三田貝川,小本川,二級,東北地方整備局,岩手県,300140020
南沢川,小本川,二級,東北地方整備局,岩手県,300140021
浅不動沢川,小本川,二級,東北地方整備局,岩手県,300140022
見内川,小本川,二級,東北地方整備局,岩手県,300140023
雷峠沢,小本川,二級,東北地方整備局,岩手県,300140024
摂待川,摂待川,二級,東北地方整備局,岩手県,300150001
皆の川,摂待川,二級,東北地方整備局,岩手県,300150002
田代川,田代川,二級,東北地方整備局,岩手県,300160001
神田川,田代川,二級,東北地方整備局,岩手県,300160002
養呂地川,田代川,二級,東北地方整備局,岩手県,300160003
小田代川,田代川,二級,東北地方整備局,岩手県,300160004
閉伊川,閉伊川,二級,東北地方整備局,岩手県,300170001
