河川名,水系,クラス,開発局,都道府県,河川コード
十文字川,揖保川,一級,近畿地方整備局,,8606060017
栗栖川,揖保川,一級,近畿地方整備局,,8606060018
札楽川,揖保川,一級,近畿地方整備局,,8606060019
善定川,揖保川,一級,近畿地方整備局,,8606060020
福原川,揖保川,一級,近畿地方整備局,,8606060021
篠首川,揖保川,一級,近畿地方整備局,,8606060022
上笹川,揖保川,一級,近畿地方整備局,,8606060023
滝川,揖保川,一級,近畿地方整備局,,8606060024
菅野川,揖保川,一級,近畿地方整備局,,8606060025
三谷川,揖保川,一級,近畿地方整備局,,8606060026
伊沢川,揖保川,一級,近畿地方整備局,,8606060027
梯川,揖保川,一級,近畿地方整備局,,8606060028
母栖谷川,揖保川,一級,近畿地方整備局,,8606060029
頃谷川,揖保川,一級,近畿地方整備局,,8606060030
岡城川,揖保川,一級,近畿地方整備局,,8606060031
染河内川,揖保川,一級,近畿地方整備局,,8606060032
引原川,揖保川,一級,近畿地方整備局,,8606060033
谷川,揖保川,一級,近畿地方整備局,,8606060034
小野川,揖保川,一級,近畿地方整備局,,8606060035
斎木川,揖保川,一級,近畿地方整備局,,8606060036
千保川,揖保川,一級,近畿地方整備局,,8606060037
水谷川,揖保川,一級,近畿地方整備局,,8606060038
皆木川,揖保川,一級,近畿地方整備局,,8606060039
音水川,揖保川,一級,近畿地方整備局,,8606060040
道谷川,揖保川,一級,近畿地方整備局,,8606060041
深河谷川,揖保川,一級,近畿地方整備局,,8606060042
福知川,揖保川,一級,近畿地方整備局,,8606060043
草木川,揖保川,一級,近畿地方整備局,,8606060044
公文川,揖保川,一級,近畿地方整備局,,8606060045
東公文川,揖保川,一級,近畿地方整備局,,8606060046
黒原川,揖保川,一級,近畿地方整備局,,8606060047
九頭竜川,九頭竜川,一級,近畿地方整備局,,8606070001
竹田川,九頭竜川,一級,近畿地方整備局,,8606070002
兵庫川,九頭竜川,一級,近畿地方整備局,,8606070003
宮谷川,九頭竜川,一級,近畿地方整備局,,8606070004
高間川,九頭竜川,一級,近畿地方整備局,,8606070005
熊坂川,九頭竜川,一級,近畿地方整備局,,8606070006
下金屋川,九頭竜川,一級,近畿地方整備局,,8606070007
権世川,九頭竜川,一級,近畿地方整備局,,8606070008
田島川,九頭竜川,一級,近畿地方整備局,,8606070009
五味川,九頭竜川,一級,近畿地方整備局,,8606070010
はりﾉ木谷川,九頭竜川,一級,近畿地方整備局,,8606070011
片川,九頭竜川,一級,近畿地方整備局,,8606070012
片川放水路,九頭竜川,一級,近畿地方整備局,,8606070013
七瀬川,九頭竜川,一級,近畿地方整備局,,8606070014
谷田川,九頭竜川,一級,近畿地方整備局,,8606070015
